age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
24,Male,Premium,12.65,23,North America,Tablet,17.99,0,Debit Card,3,0.53,Comedy,5.996666666666666,0.0416666666666666,0.5491666666666658,210,6.7045
69,Male,Basic,2.74,52,Oceania,Mobile,8.99,1,Debit Card,4,0.05,Action,2.2475,0.0188679245283018,0.05264150943396202,1560,0.137
54,Other,Basic,8.52,10,Asia,TV,8.99,0,Credit Card,4,0.77,Action,2.2475,0.0909090909090909,0.8445454545454544,1110,6.5604
48,Other,Premium,18.21,35,Asia,Laptop,17.99,0,Gift Card,2,0.51,Sci-Fi,8.995,0.0277777777777777,0.5199999999999986,930,9.2871
18,Female,Standard,2.14,44,North America,Desktop,13.99,1,Gift Card,3,0.05,Comedy,4.663333333333333,0.0222222222222222,0.048666666666666615,30,0.10700000000000001
27,Male,Standard,6.49,46,South America,Laptop,13.99,1,Debit Card,3,0.14,Drama,4.663333333333333,0.0212765957446808,0.1410638297872337,300,0.9086000000000001
41,Other,Standard,2.95,4,Asia,Laptop,13.99,0,PayPal,3,0.59,Sci-Fi,4.663333333333333,0.2,0.7080000000000001,720,1.7405
49,Male,Premium,5.08,25,Oceania,Laptop,17.99,0,PayPal,4,0.2,Horror,4.4975,0.0384615384615384,0.20307692307692277,960,1.016
45,Male,Basic,1.92,46,North America,TV,8.99,1,Debit Card,4,0.04,Drama,2.2475,0.0212765957446808,0.041702127659574366,840,0.0768
63,Female,Basic,30.88,15,North America,TV,8.99,0,Gift Card,4,1.93,Comedy,2.2475,0.0625,2.050625,1380,59.5984
54,Female,Basic,5.61,11,Europe,Mobile,8.99,0,PayPal,4,0.47,Sci-Fi,2.2475,0.0833333333333333,0.5066666666666665,1110,2.6367
38,Female,Standard,12.85,23,South America,TV,13.99,0,Gift Card,5,0.54,Action,2.798,0.0416666666666666,0.5579166666666658,630,6.939
24,Female,Basic,3.11,11,Asia,Tablet,8.99,1,Credit Card,2,0.26,Sci-Fi,4.495,0.0833333333333333,0.2808333333333332,210,0.8086
41,Female,Standard,53.7,15,North America,Desktop,13.99,0,PayPal,5,3.36,Sci-Fi,2.798,0.0625,3.56625,720,180.43200000000002
26,Other,Standard,20.49,53,Oceania,Laptop,13.99,0,Gift Card,5,0.38,Sci-Fi,2.798,0.0185185185185185,0.38648148148148104,270,7.786199999999999
27,Other,Basic,19.48,16,Oceania,Desktop,8.99,0,Debit Card,3,1.15,Romance,2.9966666666666666,0.0588235294117647,1.2135294117647057,300,22.401999999999997
57,Male,Premium,0.55,40,Oceania,Desktop,17.99,1,Credit Card,5,0.01,Sci-Fi,3.598,0.024390243902439,0.013658536585365842,1200,0.0055000000000000005
47,Female,Basic,0.46,1,Asia,TV,8.99,1,Credit Card,1,0.23,Comedy,8.99,0.5,0.34500000000000003,900,0.1058
46,Male,Standard,6.19,60,Europe,Laptop,13.99,1,Gift Card,3,0.1,Horror,4.663333333333333,0.0163934426229508,0.10311475409836053,870,0.6190000000000001
47,Other,Premium,1.03,38,North America,Tablet,17.99,1,Crypto,5,0.03,Comedy,3.598,0.0256410256410256,0.027179487179487136,900,0.0309
23,Other,Standard,17.54,40,Asia,Laptop,13.99,1,Gift Card,5,0.43,Drama,2.798,0.024390243902439,0.4382926829268288,180,7.542199999999999
68,Female,Basic,9.88,18,Africa,Desktop,8.99,0,Gift Card,3,0.52,Action,2.9966666666666666,0.0526315789473684,0.5473684210526314,1530,5.137600000000001
19,Male,Standard,13.21,31,South America,Mobile,13.99,1,Credit Card,2,0.41,Action,6.995,0.03125,0.42562500000000003,60,5.4161
69,Male,Basic,6.46,49,Europe,Mobile,8.99,1,Debit Card,3,0.13,Documentary,2.9966666666666666,0.02,0.1318,1560,0.8398
29,Male,Standard,11.42,16,North America,TV,13.99,0,PayPal,5,0.67,Comedy,2.798,0.0588235294117647,0.7111764705882352,360,7.651400000000001
36,Female,Premium,71.41,60,South America,Desktop,17.99,0,Debit Card,1,1.17,Action,17.99,0.0163934426229508,1.189836065573769,570,83.54969999999999
38,Other,Standard,1.24,55,Europe,TV,13.99,1,Credit Card,5,0.02,Horror,2.798,0.0178571428571428,0.02249999999999993,630,0.0248
38,Male,Standard,10.71,20,Asia,Mobile,13.99,0,Debit Card,3,0.51,Documentary,4.663333333333333,0.0476190476190476,0.5342857142857141,630,5.4621
67,Other,Basic,15.16,2,Asia,Desktop,8.99,0,Debit Card,5,5.05,Romance,1.798,0.3333333333333333,6.736666666666666,1500,76.55799999999999
31,Other,Standard,10.2,18,Asia,Desktop,13.99,0,Gift Card,5,0.54,Comedy,2.798,0.0526315789473684,0.5652631578947365,420,5.508
53,Female,Standard,5.54,40,South America,Mobile,13.99,1,Crypto,3,0.14,Horror,4.663333333333333,0.024390243902439,0.13853658536585353,1080,0.7756000000000001
44,Other,Standard,1.12,24,Europe,TV,13.99,1,Gift Card,2,0.04,Documentary,6.995,0.04,0.046400000000000004,810,0.044800000000000006
20,Other,Standard,0.79,23,South America,Tablet,13.99,0,PayPal,4,0.03,Drama,3.4975,0.0416666666666666,0.034166666666666616,90,0.0237
22,Male,Basic,23.81,23,Africa,Desktop,8.99,0,PayPal,1,0.99,Comedy,8.99,0.0416666666666666,1.0333333333333317,150,23.5719
69,Other,Premium,25.85,15,Africa,TV,17.99,0,Debit Card,3,1.62,Comedy,5.996666666666666,0.0625,1.7168750000000002,1560,41.877
29,Other,Basic,9.08,39,Asia,Mobile,8.99,1,Gift Card,5,0.23,Horror,1.798,0.025,0.23275,360,2.0884
65,Other,Standard,4.68,4,Asia,TV,13.99,0,Gift Card,1,0.94,Drama,13.99,0.2,1.1239999999999999,1440,4.3991999999999996
40,Male,Premium,0.88,1,Europe,Mobile,17.99,0,Credit Card,2,0.44,Sci-Fi,8.995,0.5,0.66,690,0.3872
44,Male,Basic,3.32,16,South America,Desktop,8.99,1,Gift Card,4,0.2,Documentary,2.2475,0.0588235294117647,0.20705882352941174,810,0.664
21,Female,Premium,4.07,56,South America,Desktop,17.99,1,Credit Card,4,0.07,Action,4.4975,0.0175438596491228,0.0726315789473684,120,0.28490000000000004
50,Female,Basic,11.25,13,Asia,TV,8.99,0,Crypto,4,0.8,Sci-Fi,2.2475,0.0714285714285714,0.8607142857142854,990,9.0
69,Other,Standard,6.46,16,Oceania,TV,13.99,0,Debit Card,2,0.38,Drama,6.995,0.0588235294117647,0.4023529411764705,1560,2.4548
31,Male,Basic,4.83,15,Europe,Laptop,8.99,1,Credit Card,4,0.3,Horror,2.2475,0.0625,0.320625,420,1.449
66,Other,Premium,0.27,59,North America,Tablet,17.99,1,Gift Card,2,0.0,Documentary,8.995,0.0166666666666666,0.004499999999999982,1470,0.0
64,Female,Premium,22.59,24,South America,TV,17.99,0,Credit Card,4,0.9,Romance,4.4975,0.04,0.9396,1410,20.331
69,Other,Premium,13.4,11,North America,Laptop,17.99,0,Debit Card,3,1.12,Comedy,5.996666666666666,0.0833333333333333,1.2099999999999995,1560,15.008000000000003
47,Other,Standard,6.85,2,North America,Mobile,13.99,0,Gift Card,3,2.28,Romance,4.663333333333333,0.3333333333333333,3.043333333333333,900,15.617999999999999
70,Male,Standard,4.17,38,South America,Tablet,13.99,1,PayPal,1,0.11,Sci-Fi,13.99,0.0256410256410256,0.10974358974358957,1590,0.4587
44,Male,Standard,29.87,6,Africa,Mobile,13.99,0,Gift Card,3,4.27,Drama,4.663333333333333,0.1428571428571428,4.8771428571428554,810,127.5449
67,Female,Standard,1.63,58,North America,Mobile,13.99,1,Gift Card,3,0.03,Documentary,4.663333333333333,0.0169491525423728,0.02813559322033885,1500,0.04889999999999999
66,Other,Standard,20.65,58,North America,Desktop,13.99,0,PayPal,4,0.35,Documentary,3.4975,0.0169491525423728,0.35593220338982884,1470,7.227499999999999
57,Male,Premium,11.09,9,Oceania,Mobile,17.99,0,Gift Card,3,1.11,Romance,5.996666666666666,0.1,1.22,1200,12.3099
53,Female,Premium,5.65,24,Asia,Tablet,17.99,0,Credit Card,2,0.23,Sci-Fi,8.995,0.04,0.23520000000000005,1080,1.2995
67,Male,Basic,17.44,3,South America,Laptop,8.99,0,Credit Card,3,4.36,Romance,2.9966666666666666,0.25,5.45,1500,76.03840000000001
35,Male,Standard,3.65,42,North America,Tablet,13.99,1,Debit Card,1,0.08,Drama,13.99,0.0232558139534883,0.08674418604651135,540,0.292
63,Female,Standard,1.66,0,Europe,Desktop,13.99,0,Crypto,1,1.66,Comedy,13.99,1.0,3.32,1380,2.7556
53,Female,Basic,2.6,46,Europe,Desktop,8.99,1,Gift Card,5,0.06,Sci-Fi,1.798,0.0212765957446808,0.05659574468085093,1080,0.156
24,Female,Premium,2.48,19,North America,Mobile,17.99,1,Debit Card,2,0.12,Sci-Fi,8.995,0.05,0.13,210,0.2976
28,Other,Basic,22.74,28,South America,TV,8.99,0,Gift Card,1,0.78,Sci-Fi,8.99,0.0344827586206896,0.8110344827586193,330,17.737199999999998
69,Male,Premium,27.12,3,Asia,TV,17.99,0,Credit Card,5,6.78,Drama,3.598,0.25,8.475,1560,183.8736
58,Female,Basic,5.87,37,Europe,TV,8.99,1,PayPal,5,0.15,Sci-Fi,1.798,0.0263157894736842,0.15842105263157888,1230,0.8805
50,Other,Basic,8.97,56,Asia,Laptop,8.99,1,Credit Card,4,0.16,Comedy,2.2475,0.0175438596491228,0.16017543859649117,990,1.4352
24,Female,Basic,3.74,38,Africa,Laptop,8.99,1,Debit Card,4,0.1,Drama,2.2475,0.0256410256410256,0.09846153846153831,210,0.37400000000000005
60,Male,Standard,1.38,41,Africa,Laptop,13.99,1,Debit Card,3,0.03,Drama,4.663333333333333,0.0238095238095238,0.03357142857142856,1290,0.04139999999999999
52,Other,Basic,8.9,23,Asia,Mobile,8.99,1,PayPal,1,0.37,Comedy,8.99,0.0416666666666666,0.38624999999999937,1050,3.293
70,Other,Standard,6.76,41,Asia,Tablet,13.99,1,Crypto,2,0.16,Horror,6.995,0.0238095238095238,0.1647619047619047,1590,1.0816
24,Female,Basic,5.25,28,Asia,Laptop,8.99,0,Gift Card,4,0.18,Comedy,2.2475,0.0344827586206896,0.1872413793103445,210,0.945
40,Male,Standard,4.09,37,North America,Mobile,13.99,1,Gift Card,2,0.11,Sci-Fi,6.995,0.0263157894736842,0.11052631578947364,690,0.44989999999999997
28,Other,Basic,13.38,23,North America,TV,8.99,0,Gift Card,1,0.56,Sci-Fi,8.99,0.0416666666666666,0.5808333333333325,330,7.492800000000001
36,Other,Premium,5.79,21,North America,Laptop,17.99,0,Gift Card,3,0.26,Horror,5.996666666666666,0.0454545454545454,0.2749999999999997,570,1.5054
39,Male,Standard,4.19,47,Europe,Laptop,13.99,1,Crypto,2,0.09,Horror,6.995,0.0208333333333333,0.08916666666666653,660,0.37710000000000005
26,Female,Premium,3.87,45,Asia,TV,17.99,1,Gift Card,2,0.08,Documentary,8.995,0.0217391304347826,0.08586956521739128,270,0.30960000000000004
25,Female,Premium,6.49,14,North America,Tablet,17.99,0,Credit Card,1,0.43,Drama,17.99,0.0666666666666666,0.4613333333333328,240,2.7907
21,Male,Standard,1.02,23,Asia,Tablet,13.99,1,PayPal,3,0.04,Documentary,4.663333333333333,0.0416666666666666,0.0441666666666666,120,0.0408
46,Male,Basic,9.09,60,South America,Desktop,8.99,1,Gift Card,1,0.15,Action,8.99,0.0163934426229508,0.1514754098360654,870,1.3635
45,Female,Premium,3.45,44,South America,Tablet,17.99,1,Crypto,3,0.08,Action,5.996666666666666,0.0222222222222222,0.07844444444444437,840,0.276
54,Female,Standard,10.91,37,South America,Tablet,13.99,0,PayPal,5,0.29,Documentary,2.798,0.0263157894736842,0.294736842105263,1110,3.1639
60,Other,Basic,8.89,23,Europe,TV,8.99,1,Crypto,3,0.37,Romance,2.9966666666666666,0.0416666666666666,0.38583333333333275,1290,3.2893000000000003
39,Other,Basic,9.96,22,South America,Tablet,8.99,0,Gift Card,5,0.43,Drama,1.798,0.0434782608695652,0.4517391304347825,660,4.2828
34,Male,Basic,0.35,57,Asia,TV,8.99,1,Gift Card,1,0.01,Comedy,8.99,0.0172413793103448,0.006206896551724127,510,0.0034999999999999996
52,Other,Basic,10.08,46,Oceania,Laptop,8.99,1,Crypto,5,0.21,Sci-Fi,1.798,0.0212765957446808,0.21893617021276543,1050,2.1168
19,Female,Premium,11.97,17,North America,Desktop,17.99,0,PayPal,4,0.67,Action,4.4975,0.0555555555555555,0.7022222222222215,60,8.019900000000002
21,Male,Standard,0.66,5,South America,Laptop,13.99,1,Crypto,1,0.11,Horror,13.99,0.1666666666666666,0.1283333333333333,120,0.0726
27,Male,Premium,1.04,26,North America,Laptop,17.99,0,PayPal,4,0.04,Documentary,4.4975,0.037037037037037,0.039999999999999966,300,0.041600000000000005
66,Male,Premium,18.23,38,South America,TV,17.99,1,PayPal,2,0.47,Action,8.995,0.0256410256410256,0.47948717948717867,1470,8.5681
35,Other,Premium,2.86,16,Oceania,Mobile,17.99,1,Debit Card,1,0.17,Comedy,17.99,0.0588235294117647,0.17823529411764702,540,0.4862
35,Male,Standard,3.52,24,South America,Mobile,13.99,1,Crypto,5,0.14,Action,2.798,0.04,0.1464,540,0.49280000000000007
52,Other,Basic,8.45,58,Oceania,TV,8.99,1,PayPal,3,0.14,Documentary,2.9966666666666666,0.0169491525423728,0.14559322033898237,1050,1.183
57,Female,Premium,0.69,24,Europe,Mobile,17.99,1,Crypto,5,0.03,Sci-Fi,3.598,0.04,0.0288,1200,0.020699999999999996
64,Other,Premium,6.26,16,North America,Mobile,17.99,0,Debit Card,5,0.37,Drama,3.598,0.0588235294117647,0.38999999999999996,1410,2.3162
31,Male,Basic,21.84,44,South America,Laptop,8.99,1,PayPal,2,0.49,Documentary,4.495,0.0222222222222222,0.4962222222222217,420,10.7016
19,Female,Standard,35.54,58,Europe,TV,13.99,0,Debit Card,5,0.6,Documentary,2.798,0.0169491525423728,0.612542372881353,60,21.323999999999998
36,Other,Premium,12.74,58,Asia,Desktop,17.99,1,Crypto,2,0.22,Drama,8.995,0.0169491525423728,0.21966101694915152,570,2.8028
31,Other,Basic,33.1,28,South America,Laptop,8.99,0,Credit Card,2,1.14,Drama,4.495,0.0344827586206896,1.180689655172412,420,37.734
35,Other,Premium,14.56,45,Oceania,TV,17.99,1,Crypto,3,0.32,Romance,5.996666666666666,0.0217391304347826,0.3234782608695651,540,4.6592
65,Male,Premium,6.14,58,Asia,Desktop,17.99,0,Debit Card,4,0.1,Comedy,4.4975,0.0169491525423728,0.10576271186440626,1440,0.614
66,Male,Standard,3.86,28,Africa,Laptop,13.99,1,PayPal,3,0.13,Sci-Fi,4.663333333333333,0.0344827586206896,0.1375862068965515,1470,0.5018
36,Male,Basic,0.19,5,Oceania,Mobile,8.99,1,Debit Card,2,0.03,Sci-Fi,4.495,0.1666666666666666,0.03666666666666665,570,0.0057
51,Other,Standard,2.68,48,Asia,Laptop,13.99,1,Crypto,3,0.05,Comedy,4.663333333333333,0.0204081632653061,0.055714285714285654,1020,0.134
52,Female,Basic,20.8,33,Europe,TV,8.99,0,Credit Card,2,0.61,Romance,4.495,0.0294117647058823,0.62970588235294,1050,12.688
37,Male,Standard,20.47,41,South America,Laptop,13.99,0,PayPal,3,0.49,Documentary,4.663333333333333,0.0238095238095238,0.4990476190476188,600,10.030299999999999
28,Male,Standard,6.56,30,North America,Laptop,13.99,0,Debit Card,4,0.21,Sci-Fi,3.4975,0.032258064516129,0.2183870967741933,330,1.3776
65,Female,Standard,18.34,48,Europe,Mobile,13.99,1,Debit Card,1,0.37,Action,13.99,0.0204081632653061,0.38183673469387713,1440,6.7858
44,Male,Basic,1.45,18,South America,TV,8.99,1,Credit Card,4,0.08,Horror,2.2475,0.0526315789473684,0.08052631578947365,810,0.11599999999999999
52,Male,Standard,11.84,36,Europe,Tablet,13.99,0,Credit Card,4,0.32,Horror,3.4975,0.027027027027027,0.32864864864864834,1050,3.7888
40,Other,Basic,14.88,12,Oceania,Tablet,8.99,0,Debit Card,3,1.14,Sci-Fi,2.9966666666666666,0.0769230769230769,1.2323076923076919,690,16.9632
35,Other,Standard,11.54,41,Europe,TV,13.99,0,PayPal,4,0.27,Comedy,3.4975,0.0238095238095238,0.28119047619047605,540,3.1158
21,Female,Standard,9.13,7,Africa,Laptop,13.99,0,Debit Card,1,1.14,Drama,13.99,0.125,1.2837500000000002,120,10.4082
36,Female,Premium,3.85,46,North America,Tablet,17.99,1,PayPal,2,0.08,Horror,8.995,0.0212765957446808,0.08361702127659554,570,0.308
35,Female,Premium,22.18,18,Africa,Mobile,17.99,0,Debit Card,1,1.17,Comedy,17.99,0.0526315789473684,1.2289473684210521,540,25.950599999999998
45,Male,Basic,3.05,59,North America,Tablet,8.99,1,Credit Card,1,0.05,Action,8.99,0.0166666666666666,0.05166666666666646,840,0.1525
51,Male,Standard,5.54,26,Oceania,Tablet,13.99,0,Debit Card,4,0.21,Documentary,3.4975,0.037037037037037,0.21296296296296274,1020,1.1634
22,Male,Premium,37.12,36,Europe,Desktop,17.99,0,Debit Card,2,1.0,Sci-Fi,8.995,0.027027027027027,1.0302702702702693,150,37.12
59,Female,Basic,4.06,9,Africa,Laptop,8.99,1,Gift Card,5,0.41,Sci-Fi,1.798,0.1,0.447,1260,1.6645999999999996
68,Other,Standard,0.68,20,Europe,TV,13.99,0,PayPal,5,0.03,Comedy,2.798,0.0476190476190476,0.0338095238095238,1530,0.0204
25,Other,Basic,13.34,49,Africa,Desktop,8.99,1,Credit Card,1,0.27,Action,8.99,0.02,0.2722,240,3.6018000000000003
68,Other,Premium,1.89,4,South America,Laptop,17.99,0,Credit Card,4,0.38,Documentary,4.4975,0.2,0.454,1530,0.7182
60,Other,Premium,2.79,9,Africa,Desktop,17.99,0,PayPal,5,0.28,Horror,3.598,0.1,0.30700000000000005,1290,0.7812000000000001
65,Male,Standard,1.0,47,Asia,Mobile,13.99,1,Credit Card,4,0.02,Sci-Fi,3.4975,0.0208333333333333,0.021249999999999967,1440,0.02
28,Male,Premium,17.43,36,North America,Desktop,17.99,1,Crypto,3,0.47,Drama,5.996666666666666,0.027027027027027,0.4837837837837833,330,8.1921
47,Other,Basic,8.37,27,Europe,Tablet,8.99,0,Gift Card,5,0.3,Comedy,1.798,0.0357142857142857,0.309642857142857,900,2.5109999999999997
64,Female,Standard,12.3,16,Europe,Tablet,13.99,0,PayPal,3,0.72,Comedy,4.663333333333333,0.0588235294117647,0.7658823529411765,1410,8.856
30,Male,Standard,3.31,29,Asia,TV,13.99,1,Debit Card,1,0.11,Documentary,13.99,0.0333333333333333,0.11399999999999988,390,0.36410000000000003
27,Male,Standard,25.23,20,South America,Mobile,13.99,0,Debit Card,5,1.2,Drama,2.798,0.0476190476190476,1.2585714285714282,300,30.276
57,Male,Standard,17.87,36,Africa,Tablet,13.99,0,PayPal,4,0.48,Action,3.4975,0.027027027027027,0.4959459459459455,1200,8.5776
66,Female,Standard,3.01,4,Africa,Tablet,13.99,0,Credit Card,2,0.6,Comedy,6.995,0.2,0.722,1470,1.8059999999999998
21,Other,Premium,13.63,3,Asia,Laptop,17.99,0,Crypto,1,3.41,Comedy,17.99,0.25,4.26,120,46.478300000000004
51,Male,Standard,18.53,30,Oceania,TV,13.99,0,Credit Card,3,0.6,Drama,4.663333333333333,0.032258064516129,0.6170967741935478,1020,11.118
70,Male,Basic,1.35,46,Oceania,Mobile,8.99,1,Gift Card,5,0.03,Comedy,1.798,0.0212765957446808,0.029361702127659504,1590,0.0405
22,Male,Premium,18.97,55,North America,Tablet,17.99,1,Credit Card,2,0.34,Romance,8.995,0.0178571428571428,0.34482142857142745,150,6.4498
29,Male,Standard,13.38,14,North America,TV,13.99,0,PayPal,5,0.89,Horror,2.798,0.0666666666666666,0.9513333333333324,360,11.9082
22,Other,Standard,25.13,1,Africa,Desktop,13.99,0,Gift Card,2,12.56,Romance,6.995,0.5,18.845,150,315.6328
33,Female,Premium,0.44,17,North America,Mobile,17.99,1,Crypto,4,0.02,Romance,4.4975,0.0555555555555555,0.02555555555555553,480,0.0088
56,Other,Premium,3.39,45,Oceania,Tablet,17.99,1,Debit Card,3,0.07,Drama,5.996666666666666,0.0217391304347826,0.0752173913043478,1170,0.23730000000000004
21,Other,Basic,20.67,38,North America,TV,8.99,1,Crypto,1,0.53,Comedy,8.99,0.0256410256410256,0.5435897435897428,120,10.955100000000002
32,Male,Standard,2.91,13,Africa,Tablet,13.99,1,Crypto,2,0.21,Romance,6.995,0.0714285714285714,0.22285714285714275,450,0.6111
22,Female,Standard,0.63,9,Europe,Tablet,13.99,1,Debit Card,3,0.06,Action,4.663333333333333,0.1,0.06899999999999999,150,0.0378
26,Other,Basic,11.89,37,South America,Tablet,8.99,1,Credit Card,2,0.31,Romance,4.495,0.0263157894736842,0.32105263157894726,270,3.6859
63,Male,Premium,0.81,13,Asia,Mobile,17.99,0,Credit Card,5,0.06,Romance,3.598,0.0714285714285714,0.062142857142857125,1380,0.048600000000000004
59,Male,Basic,7.32,52,Europe,Laptop,8.99,1,PayPal,3,0.14,Romance,2.9966666666666666,0.0188679245283018,0.14075471698113143,1260,1.0248000000000002
44,Other,Standard,14.26,20,North America,Laptop,13.99,0,PayPal,1,0.68,Sci-Fi,13.99,0.0476190476190476,0.7114285714285712,810,9.696800000000001
59,Female,Premium,1.7,54,Oceania,TV,17.99,1,Crypto,3,0.03,Romance,5.996666666666666,0.0181818181818181,0.03145454545454531,1260,0.051
70,Male,Standard,29.3,53,Asia,Laptop,13.99,0,PayPal,3,0.54,Drama,4.663333333333333,0.0185185185185185,0.5525925925925921,1590,15.822000000000001
36,Other,Standard,15.58,43,North America,Mobile,13.99,0,Credit Card,4,0.35,Comedy,3.4975,0.0227272727272727,0.3620454545454541,570,5.452999999999999
53,Female,Standard,1.72,19,Asia,TV,13.99,1,Credit Card,1,0.09,Horror,13.99,0.05,0.09050000000000001,1080,0.1548
35,Other,Premium,14.46,44,North America,Tablet,17.99,1,Debit Card,1,0.32,Action,17.99,0.0222222222222222,0.32844444444444415,540,4.6272
24,Male,Basic,5.91,25,Oceania,Laptop,8.99,1,PayPal,1,0.23,Action,8.99,0.0384615384615384,0.2361538461538458,210,1.3593000000000002
68,Other,Basic,6.53,6,Europe,Laptop,8.99,0,PayPal,4,0.93,Documentary,2.2475,0.1428571428571428,1.0657142857142852,1530,6.072900000000001
40,Female,Standard,4.26,49,Europe,TV,13.99,1,Debit Card,4,0.09,Documentary,3.4975,0.02,0.087,690,0.38339999999999996
36,Other,Basic,22.43,2,South America,Tablet,8.99,0,Crypto,4,7.48,Romance,2.2475,0.3333333333333333,9.969999999999999,570,167.7764
70,Other,Basic,23.08,25,South America,TV,8.99,0,Debit Card,3,0.89,Comedy,2.9966666666666666,0.0384615384615384,0.9219230769230754,1590,20.5412
68,Female,Premium,0.2,32,North America,Laptop,17.99,1,Crypto,1,0.01,Horror,17.99,0.0303030303030303,0.006363636363636364,1530,0.002
23,Other,Basic,6.27,52,Europe,Laptop,8.99,1,Gift Card,5,0.12,Sci-Fi,1.798,0.0188679245283018,0.1205660377358485,180,0.7524
68,Other,Premium,1.67,18,Africa,Mobile,17.99,1,PayPal,3,0.09,Romance,5.996666666666666,0.0526315789473684,0.09263157894736838,1530,0.1503
19,Female,Standard,0.93,26,North America,Laptop,13.99,1,Debit Card,3,0.03,Action,4.663333333333333,0.037037037037037,0.03555555555555552,60,0.0279
62,Male,Premium,4.25,40,Asia,Mobile,17.99,1,Credit Card,2,0.1,Comedy,8.995,0.024390243902439,0.10609756097560964,1350,0.42500000000000004
60,Female,Premium,11.15,49,South America,Desktop,17.99,1,Crypto,5,0.22,Romance,3.598,0.02,0.22740000000000002,1290,2.4530000000000003
31,Other,Premium,21.92,54,Asia,TV,17.99,0,PayPal,3,0.4,Documentary,5.996666666666666,0.0181818181818181,0.40581818181818,420,8.768
31,Male,Premium,3.81,39,Asia,TV,17.99,1,Crypto,1,0.1,Documentary,17.99,0.025,0.09775,420,0.381
37,Male,Standard,0.02,10,Europe,TV,13.99,0,PayPal,5,0.0,Sci-Fi,2.798,0.0909090909090909,0.001818181818181818,600,0.0
20,Other,Premium,16.64,40,Europe,Desktop,17.99,1,Gift Card,3,0.41,Drama,5.996666666666666,0.024390243902439,0.41585365853658496,90,6.8224
36,Male,Premium,3.24,53,South America,Desktop,17.99,1,PayPal,1,0.06,Drama,17.99,0.0185185185185185,0.061111111111111054,570,0.19440000000000002
